Name,pKa,Center,Index,Smiles,Source,Error
6064,10.92,O,8,COc1ccc(/C=N/O)cc1,Moitessier,0.0
846_1,8.1,N,18,c1ccc(cc1)C(=O)[N-]S(=O)(=O)N2CCC(CC2)[NH+:24]3CCC(CC3)Oc4ccc(c(c4)Cl)Cl,Moitessier/RBFmodel_Train,0.0
213_1,4.385,N,7,CCc1cc(cc[nH+:9]1)C(=S)N,Moitessier/RBFmodel_Valid,0.015
767,2.25,O,19,Cc1cc(/N=N/c(cc2)ccc2S(N)(=O)=O)cc(C(O)=O)c1O,Moitessier,0.0
5605,11.01,N,6,CCCCCC[NH2+]CCCCCC,Moitessier/RBFmodel_Train,0.0
2752,3.77,O,9,CCc(cccc1)c1C(O)=O,Moitessier,0.0
3121,2.02,N,7,CCn1nnnc1N[N+]([O-])=O,Moitessier,0.0
126_1,5.36,N,6,CC[C@H]1CSC(=[NH+:8]1)CC,Moitessier/RBFmodel_Train,0.0
6740,3.11,O,3,CC(C(O)=O)I,Moitessier,0.0
606_1,4.67,N,17,c1ccc2c(c1)ccc3c2Cc4c3ccc(c4)[NH3+:18],Moitessier/RBFmodel_Train,0.0
136_2,6.2,N,6,NC(=O)C3CC[NH+](CC(=O)Nc2nc(c1ccccc1)cs2)CC3,Moitessier,0.0
2985,4.5,O,2,O=C(O)CC1(O)CC2CCC1C2,Moitessier,0.0
266_2,5.6,N,20,COc5ccc(CN4C(=O)[C@@H]3[C@H](c1ccc(C#N)cc1)[NH+]2CCC[C@H]2C3[C@@]4(O)C(F)(F)F)cc5,Moitessier,0.0
4259,2.82,O,19,CC[NH+](CC)Cc(cc(c1ccccc11)[N+]([O-])=O)c1O,Moitessier,0.0
1931,5.78,N,15,c1cnc4c(c1)ccc3c2CCCc2c[nH+]c34,Moitessier,0.0
2696,9.62,N,2,CC[NH+](CC)CCSC,Moitessier,0.0
5443,0.33,N,5,O=C(Cc1c[nH+]ccn1)c2ccccc2,Moitessier,0.0
831,0.4,N,11,Cn1cc[nH+]c1c2cccc[nH+]2,Moitessier,0.0
2891,8.52,N,9,NS(=O)(=O)c1ccc(C[NH3+])cc1,Moitessier/RBFmodel_Train,0.0
2774,2.63,O,2,O=C(O)c1nccs1,Moitessier,0.0
912,4.2,O,6,COc1cc(C(O)=O)cc(OC)c1O,Moitessier,0.0
1995,1.45,O,6,Cc1cc(C(C(O)=O)=O)c(C)cc1,Moitessier,0.0
1070_1,1.5,O,9,c1cc(c(c(c1Cl)C(=O)[OH:9])Cl)Cl,Moitessier/RBFmodel_Valid,0.0
637,4.68,N,13,CN(C(=O)c1ccccc1)c2cc[nH+]cc2,Moitessier,0.0
496,2.76,O,15,CC(C)C[C@@H](C(N[C@@H](Cc1c[nH]c[nH+]1)C(O)=O)=O)[NH3+],Moitessier,0.0
1364,11.06,O,14,CCCCc1c(C)nc(NCC)nc1O,Moitessier,0.0
2059,7.69,O,12,[O-][N+](c(ccc1c2)cc1ccc2O)=O,Moitessier,0.0
3499,3.7,O,12,CC(C(c1ccccc1)C#N)C(O)=O,Moitessier,0.0
7402,1.37,S,2,O=C(S)c1ccc(C(F)(F)F)cc1,Moitessier,0.0
976,6.68,N,3,CCC[NH+](CCCl)CCCl,Moitessier/RBFmodel_Train,0.0
837_1,6.7,N,13,Cc1cc(ccc1OCC(=O)[O-])C[N@@H+:26](CC(=O)Nc2ccc(cc2Cl)Cl)C3CCCCC3,Moitessier/RBFmodel_Test,0.0
7382,7.3,S,0,SCC(F)(F)F,Moitessier/RBFmodel_Train,0.0
452,9.315,O,0,Oc(cc1)ccc1Br,Moitessier/RBFmodel_Train,0.025
733_1,10.12,N,9,CCOC(=O)C(C[C@H](C)[NH+:22](C)C)(c1ccccc1)c2ccccc2,Moitessier/RBFmodel_Train,0.0
3355,0.88,N,6,Cc3ccc(c2[nH+]cc(c1ccc(Cl)cc1)o2)cc3,Moitessier,0.0
1068,1.19,N,10,c2ccc(c1cc[nH+]cc1)[nH+]c2,Moitessier,0.0
2044,3.57,O,8,CCCC[NH2+]CCC(O)=O,Moitessier,0.0
1464,8.83,N,2,CC[NH+](CC)CCSCC(C)C,Moitessier,0.0
2566,5.1,N,26,CCOCCn4c(N2CCC[NH+](CCCCn1cc(C(=O)[O-])cn1)CC2)[nH+]c3ccccc34,Moitessier,0.0
213,14.0,N,2,NC(Nc(cc1)ccc1[N+]([O-])=O)=O,Moitessier,0.0
263_1,2.561,N,10,CS(=O)(=O)c1cccc(c1)[NH3+:8],Moitessier/RBFmodel_Train,0.0
34,9.235,N,16,CC(/C=C(c1ccccc1)/c2ccccc2)[N@H+](C)C,Moitessier/RBFmodel_Test,0.025
2312,3.38,O,4,COC(C(O)=O)=C,Moitessier,0.0
3192,7.15,O,4,Cc2cc(O)n(c1ccccc1)n2,Moitessier,0.0
5698,8.75,O,11,C[NH+](C)CCc(cccc1)c1O,Moitessier,0.0
500_1,8.8,N,2,CC[NH+:14](CC)[C@H](C)C(=O)c1ccccc1,Moitessier/RBFmodel_Train,0.0
757,8.7,N,20,COc4cc([N+](=O)[O-])cc(C(=O)N[C@@H]1C[C@H]2CC[C@@H](C1)[NH+]2Cc3ccccc3)c4OC,Moitessier,0.0
2901,4.39,O,10,Cc(cc1)cc(OC)c1C(O)=O,Moitessier,0.0
3021,9.55,O,0,Oc(cc1)ccc1c1ccccc1,Moitessier/RBFmodel_Train,0.0
5433,5.2,N,9,c1ccc3c(c1)ccc2[nH+]c[nH]c23,Moitessier,0.0
4557,9.4,C,2,[O-][N+](CCO)=O,Moitessier,0.0
1602,8.51,N,9,Cn2c(=O)c1c([O-])cn[nH+]c1n(C)c2=O,Moitessier,0.0
45_1,10.36,N,7,CC1(CCCCC1)[NH3+:8],Moitessier/RBFmodel_Test,0.0
6992,8.02,N,0,[NH3+]NC(=O)C(F)(F)C(F)(F)C(F)(F)F,Moitessier,0.0
3785,2.3,N,2,N/C(=[NH+]\O)C([NH3+])c1ccccc1,Moitessier,0.0
2500,11.085,N,4,C1CCC[NH2+]CC1,Moitessier/RBFmodel_Train,0.015
1759,2.15,N,0,[NH3+]c2ccc(S(=O)(=O)Nc1nncs1)cc2,Moitessier,0.0
3221,7.38,O,13,Cc(c(C)nn1c2ccccc2)c1O,Moitessier,0.0
5860,3.71,N,0,[NH3+]c1ccc([B-](O)(O)[OH2+])cc1,Moitessier,0.0
1916,9.23,O,8,C/C(/c(cccc1)c1O)=N/c(cccc1)c1O,Moitessier,0.0
760,10.65,N,5,CCN(CC)/[NH+]=C(N)\CC[Si](C)(C)C,Moitessier,0.0
5207,8.66,O,0,Oc1cccc2cncnc12,Moitessier/RBFmodel_Train,0.01
w4257,10.94,N,15,CN(C)c1cccc2c(S(=O)(=O)[N-]CC[NH+](C)C)cccc12,Moitessier,0.0
3584,9.2,N,5,CCC(O)C[NH+](CC)CC(O)CC,Moitessier/RBFmodel_Valid,0.0
7309,3.94,N,6,Oc2ccc1c[nH+]ncc1c2,Moitessier,0.0
3173,9.42,O,7,Cc1c(cc(cc2)O)c2ccc1,Moitessier,0.0
5218,4.3,N,8,Cc1ccccc1/C(=[NH+]\CCC[NH+](C)C)c2ccccc2C,Moitessier,0.0
5018,5.46,N,8,c2ccc(c1[nH]cc[nH+]1)nc2,Moitessier,0.0
1795,3.28,O,0,OC(C[NH2+]CCc1nnn[nH]1)=O,Moitessier,0.0
5997,3.59,O,9,[NH3+]C1CCCCC1C(=O)O,Moitessier,0.0
2396,4.6,N,6,Nc2ccc1c[nH+]cnc1c2,Moitessier,0.0
5591,6.71,O,0,ONc1ccnc2ccccc12,Moitessier,0.0
1138,8.22,N,10,[O-][n+](cnc1c2nc[nH]1)c2NCc1ccccc1,Moitessier,0.0
5183,3.1,N,7,[NH3+]Cc1cccc[nH+]1,Moitessier,0.0
6776,13.05,O,0,OCNC(c1ccccc1)=O,Moitessier,0.0
5122,10.67,N,7,CCCCCC(C)[NH3+],Moitessier/RBFmodel_Train,0.0
5455,7.0,N,4,Cn1cc([NH3+])cc1C(=O)[O-],Moitessier,0.0
5339,10.57,S,5,OCC([S-])CS,Moitessier,0.0
1283_1,8.44,O,18,Cc1ccccc1N(C(=O)c2ccc(cc2)OC)[OH:18],Moitessier/RBFmodel_Train,0.0
6280,2.29,O,7,CCCC[NH2+]CC(O)=O,Moitessier,0.0
852,6.55,N,3,COP(NS(C)(=O)=O)([O-])=O,Moitessier,0.0
4438,7.65,O,0,OC(c1c2cccc1)=CS2(=O)=O,Moitessier,0.0
3978,8.6,N,10,CCNC(=O)C1CCCC[NH2+]1,Moitessier,0.0
3097,10.2,N,2,CC[NH+](CC)Cc1ccccc1OC,Moitessier,0.0
3057,5.6,N,16,CCc1ccnc3c1ccc2c(CC)cc[nH+]c23,Moitessier,0.0
1307,8.68,O,0,Oc1cc2cnc(cccc3)c3c2cc1,Moitessier,0.0
6346,10.92,O,12,[O-]C(c(c1ccccc1cc1)c1O)=O,Moitessier,0.0
6442,6.34,N,5,CC1(C)SC[NH2+]C1C(=O)[O-],Moitessier,0.0
762,8.25,O,0,Oc(cc1)ccc1/N=N/c1ccccc1,Moitessier/RBFmodel_Train,0.05
4172,2.85,N,5,Ic1nnn[nH]1,Moitessier,0.0
6266,8.89,N,1,C[NH2+]Cc1ccccn1,Moitessier/RBFmodel_Train,0.07
6155,2.21,N,11,[O-][N+](=O)c2ccc1[nH]c(CO)[nH+]c1c2,Moitessier,0.0
2732,0.5,N,18,Cc3cc2[nH+]c1ccc(N(C)C)cc1nc2cc3[NH3+],Moitessier,0.0
7198,7.32,O,12,CN(C)C(/C=C(/c1ccncc1)\O)=O,Moitessier,0.0
1967,12.14,N,4,COCC(NN)=O,Moitessier,0.0
2182,6.93,N,19,CN(C)c3ccc(C(O)(c1ccccc1)c2ccc([NH+](C)C)cc2)cc3,Moitessier,0.0
5081,7.4,N,1,C[NH+](C)CC(C)(C)C[NH3+],Moitessier,0.0
3626,3.48,O,11,[O-][N+](c(cc1C=O)cc(Br)c1O)=O,Moitessier,0.0
7398,5.66,S,0,Sc1ccccc1Br,Moitessier,0.0
1492,5.17,N,6,CCc1c(C)n[nH+]c(C)c1C,Moitessier,0.0
7222,7.52,N,14,CC(/C=C(c1cccs1)\c2cccs2)[NH+]3CCCCCCC3,Moitessier,0.0
1026,8.4,N,8,Cc2cc(C)c(C=c1[nH+]c(C)cc1C)[nH]2,Moitessier,0.0
5022,10.16,N,6,Fc1cccc(NC(c(cc2)ccc2Cl)=S)c1,Moitessier,0.0
2311,4.87,N,5,Cc2ncc1[nH+]ccnc1n2,Moitessier,0.0
718_1,2.5,N,18,CCC(=O)N[C@@H](c1cccs1)c2cc(c3ccc[nH+:18]c3c2O)Cl,Moitessier/RBFmodel_Train,0.0
1969,9.85,O,0,Oc(cc1)c(CN2CCOCC2)cc1Cl,Moitessier,0.0
1919,11.18,N,7,Cc(cc1)ccc1NC(c(cc1)ccc1Cl)=S,Moitessier,0.0
6568,7.89,N,16,c3ccc2OCCCOc1ccccc1C[NH2+]CCC[NH2+]Cc2c3,Moitessier,0.0
1238,7.65,O,10,CC(c(cc1)cc(OC)c1O)=O,Moitessier,0.0
2472,9.47,N,5,C=C(C)[C@H]1C[NH2+][C@H](C(=O)[O-])[C@H]1CC(N)=O,Moitessier,0.0
5682,4.71,O,8,C[C@@H](CC[C@@H]1C)C1C(O)=O,Moitessier,0.0
6372,9.54,N,17,CCc2cc(Cl)c([O-])c(C(=O)NC[C@H]1CCC[NH+]1CC)c2OC,Moitessier,0.0
1445,10.54,N,0,[NH3+]CCCCCCO,Moitessier/RBFmodel_Valid,0.06
3303,10.565,N,4,CC(C)(C)[NH3+],Moitessier/RBFmodel_Test,0.115
1137,8.6,O,17,CCCCCCc(c(c1ccccc1)n[nH]1)c1O,Moitessier,0.0
5707,6.9,N,6,CC[C@@]23CCC[NH+]1CCc4c([C@@H]12)n(CC3)c5ccccc45,Moitessier,0.0
1246_1,5.57,O,16,CC(C)(C)[C@H]([C@H](C(=O)OC)C(C)(C)C)C(=O)[OH:16],Moitessier/RBFmodel_Train,0.0
6127,8.45,N,8,COC(=O)C1CCC[NH+](C)C1,Moitessier,0.0
776_1,5.1,N,10,Cc1cc(nc(n1)NC(=O)[NH:21]S(=O)(=O)c2ccccc2C(=O)OC3COC3)C,Moitessier/RBFmodel_Train,0.0
6792,10.66,N,1,C[NH+](C)C1CCNCC1,Moitessier,0.0
1758,8.64,O,0,Oc1c(c2c3cccc2)c3ccc1,Moitessier,0.0
5963,10.86,N,2,CC[NH+](CC)Cc1cc(OC)ccc1[O-],Moitessier,0.0
3393,2.98,O,4,CN(CC(O)=O)C(SC)=S,Moitessier,0.0
4591,6.52,S,0,Sc2ncc1nccnc1n2,Moitessier,0.0
6078,2.46,N,21,COc1cc(S(C)=O)ccc1c3cn2ccnc(OC)c2[nH+]3,Moitessier,0.0
2801,10.635,N,8,CCCCCC(C)(C)[NH3+],Moitessier/RBFmodel_Train,0.075
7057,7.5,N,7,CCOc3ccc2[nH+]c1cc([N+](=O)[O-])ccc1c(N)c2c3,Moitessier,0.0
272,6.5,N,3,c2cc([NH+]1CCCCC1)ccc2N3CCCCC3,Moitessier,0.0
5421,9.65,N,10,CSc1ncnc2c1cn[nH]2,Moitessier,0.0
6966,3.75,O,22,[O-]C([C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]1Oc(ccc1[nH+]2)cc1ccc2O)=O,Moitessier,0.0
7263,8.02,N,4,[NH3+]CCC[NH2+]CCC[NH3+],Moitessier,0.0
6308,9.49,O,10,Cc(nc(cc1)C([O-])=O)c1O,Moitessier,0.0
878_1,7.26,N,13,CC1=C([C@@H](C(=C(N1)C)C(=O)OCC[N@@H+:29](C)Cc2ccccc2)c3cccc(c3)N(=O)=O)C(=O)OC,Moitessier/RBFmodel_Train,0.0
5991,7.2,N,9,CNc2c1ccccc1[nH+]c3cccc([N+](=O)[O-])c23,Moitessier,0.0
5954,2.96,O,13,[NH3+]CCC(NC(Cc1c[nH]c[nH+]1)C(O)=O)=O,Moitessier,0.0
34_1,7.86,N,4,CCCC[NH+:7]1CC1,Moitessier/RBFmodel_Test,0.0
143_1,8.0,N,1,C[NH+:10](C)Cc1cccnc1,Moitessier/RBFmodel_Train,0.0
1619,1.07,N,9,c2ccc(n1cccn1)[nH+]c2,Moitessier,0.0
1027,4.84,N,4,c1nnn[nH]1,Moitessier,0.0
1324,5.1,O,22,CC(=O)C[C@H](c1ccccc1)c2c(c3ccccc3oc2=O)[OH:23],Moitessier/RBFmodel_Train,0.0
6887,3.2,N,13,[NH3+]c2ccc(/C=N/NC(=O)c1cc[nH+]cc1)cc2,Moitessier,0.0
5095,1.08,N,9,Cc2cccc(n1nn[nH+]c1N)c2,Moitessier,0.0
692_1,2.97,N,21,c1ccc2c(c1)ccc3c2c(=O)cc(o3)c4ccc(cc4)[NH3+:20],Moitessier/RBFmodel_Train,0.0
1723,10.79,N,11,Nc1nc2nc(N)nc(N)c2[nH]1,Moitessier,0.0
1305,7.98,O,19,c1ccc(cc1)N(C(=O)c2ccc(cc2)C(F)(F)F)[OH:17],Moitessier/RBFmodel_Valid,0.0
489_1,7.6,N,8,c1ccc(cc1)CC[NH+:13](CCO)CCO,Moitessier/RBFmodel_Train,0.0
285_2,11.22,N,2,NC(=[NH2+])c5ccc([C@H]4[C@H]2C(=O)N(Cc1ccc(F)cc1)C(=O)[C@H]2[C@H]3C[C@@H](F)CN34)cc5,Moitessier,0.0
5_2,9.4,N,4,FC1CC[NH2+]CC1,Moitessier,0.0
4106,11.4,O,15,CCCc(c(C)nn1c2ccccc2)c1O,Moitessier,0.0
1146_1,4.8,O,7,C[C@@H](CCCC(=O)[OH:14])c1ccccc1,Moitessier/RBFmodel_Train,0.0
502_1,9.36,N,3,CC(C)[NH2+:12]C[C@@H](c1ccc(c(c1)F)F)O,Moitessier/RBFmodel_Train,0.0
2025,2.4,O,10,CC/C=C/CC1=[NH+][C@@H](C(=O)O)[C@H]2SC(C)(C)[C@H](C(=O)O)N12,Moitessier,0.0
6008,5.47,N,7,OCCCc1cc[nH+]cc1,Moitessier,0.0
5490,8.0,N,4,C=C(C)C([NH3+])O,Moitessier,0.0
6_3,2.7,O,9,O=C(O)C=CC=CC(=O)O,Moitessier,0.0
447_1,9.42,N,3,CC(C)[NH2+:12]C[C@@H](c1cccc(c1)Cl)O,Moitessier/RBFmodel_Train,0.0
894,2.11,O,0,OC(Cn1nnnc1c1ccccc1)=O,Moitessier,0.0
5645,7.2,O,10,Cc1ccc2nc(ccc(O)c3)c3nc2c1,Moitessier,0.0
798_1,8.94,N,6,C[C@@H]1CN(C[C@@H]([NH2+:20]1)C)c2c(c(c3c(c2F)n(cc(c3=O)C(=O)[O-])C4CC4)N)F,Moitessier/RBFmodel_Test,0.0
5808,10.24,N,7,CNCCNCC[NH3+],Moitessier,0.0
6448,12.1,N,12,CN(C)c1cccc2cccc([NH+](C)C)c12,Moitessier,0.0
2344,3.81,N,7,NNC(=O)c1cc[nH+]cc1,Moitessier,0.0
810_1,4.5,N,10,Cc1ccc(cc1)S(=O)(=O)[NH:24]c2c(c(nn2C(C)C)C)C(=O)N[C@@H](C)C(C)(C)C,Moitessier/RBFmodel_Train,0.0
830,9.11,O,9,NC(c(ccc(N)c1)c1O)=O,Moitessier,0.0
62,5.95,O,14,CC[NH+](CC)Cc1cc(Cl)cc(Cl)c1O,Moitessier,0.0
97_1,9.77,N,5,CC1(CCC[N@@H+:9](C1)C)C,Moitessier/RBFmodel_Valid,0.0
5843,8.0,O,13,CC[NH+](CC)Cc(cc(cc1)F)c1O,Moitessier,0.0
3940,4.22,N,7,CC(C)Nc1nc[nH+]c2c1cnn2C,Moitessier,0.0
4731,8.935,N,7,c3ccc(C(CC[NH+]1CCCCC1)c2ccccc2)cc3,Moitessier/RBFmodel_Test,0.025
6730,4.67,N,8,Cc1ccccc1/C(=[NH+]\CCC[NH+](C)C)c2ccccc2c3ccccc3,Moitessier,0.0
4556,1.99,O,0,O[n+](cc1)ccc1OCc1ccccc1,Moitessier,0.0
588,8.95,O,8,[O-]S(c(cc1)ccc1O)(=O)=O,Moitessier,0.0
1081,8.04,N,0,[NH3+]CC(=O)NCC(=O)NCC(=O)N1CCCC1C(=O)[O-],Moitessier,0.0
3106,8.52,N,2,CC(Nc(cc1)c2cc1Cl)=NS2(=O)=O,Moitessier/RBFmodel_Train,0.1
1309,11.34,N,4,CC(C)C[NH2+][C@H](c1ccccc1)[C@H](O)c2ccccc2,Moitessier,0.0
3996,9.33,N,6,OCCN1CC[NH2+]CC1,Moitessier,0.0
5884,1.0,N,12,FC(F)(F)c2[nH]c1cncnc1[nH+]2,Moitessier,0.0
1092_1,3.56,O,10,c1cc(ccc1OCC(=O)[OH:10])F,Moitessier/RBFmodel_Train,0.0
6596,7.86,S,0,SCC[NH2+]Cc1ccccc1,Moitessier,0.0
1481,5.79,O,24,[O-][N+](c(cc1)cc(C[NH+]2CCOCCOCCOCCOCC2)c1O)=O,Moitessier,0.0
6914,7.12,N,2,CC[NH+](CCO)c1ccc(N)cc1,Moitessier,0.0
560_1,1.38,N,6,c1cc(ccc1[NH3+:13])S(=O)(=O)c2ccc(cc2)Cl,Moitessier/RBFmodel_Train,0.0
2580,9.1,N,0,[NH3+]C1CC1,Moitessier/RBFmodel_Valid,0.0
5232,7.7,N,0,NS(c1nnc(Nc2ccccc2)s1)(=O)=O,Moitessier,0.0
7338,4.88,O,9,CC(CCCC1C)C1C(O)=O,Moitessier,0.0
241_1,4.66,N,10,CC(C)(C)c1cccc(c1)[NH3+:11],Moitessier/RBFmodel_Train,0.0
1075_1,4.62,O,11,c1(c(c(c(c(c1Br)Br)Br)Br)Br)[OH:7],Moitessier/RBFmodel_Train,0.0
1958,2.89,O,0,OC(CBr)=O,Moitessier/RBFmodel_Train,0.0
1989,3.72,N,6,COc1ccc([NH2+]CO)cc1,Moitessier,0.0
3768,5.57,N,6,O=C([O-])C#CC[NH+]1CCOCC1,Moitessier,0.0
473_1,2.0,N,13,c1ccc(cc1)/N=N/c2cccc[nH+:12]2,Moitessier/RBFmodel_Valid,0.0
300,5.49,N,15,OC[C@H]4O[C@@H](n1ccc2c1ncn3cc[nH+]c23)[C@H](O)[C@@H]4O,Moitessier,0.0
1034_1,4.18,O,9,c1cc(ccc1CC(=O)[OH:10])I,Moitessier/RBFmodel_Train,0.0
3298,4.23,N,2,Cn1[nH+]ccc1N,Moitessier,0.0
977_1,9.82,O,8,Cc1cc(nc(n1)C)[OH:9],Moitessier/RBFmodel_Train,0.0
575,4.3,N,3,Oc2c[nH+]c1ccccc1c2,Moitessier,0.0
3904,7.0,N,18,Cc3[nH]c(c1ccccc1SCc2ccccc2)[nH+]c3C,Moitessier,0.0
3520,3.0,N,4,CCNc2[nH+]nc(c1ccccc1)s2,Moitessier,0.0
2355,4.48,O,0,OC(CCC(c1cccc2ccccc12)=O)=O,Moitessier/RBFmodel_Test,0.0
3617,9.6,N,3,CN2C(=[NH2+])Cc1ccccc12,Moitessier,0.0
6590,8.73,O,19,CCOC(COc1ccc(Cc(cc2)cc(C[NH3+])c2O)c(Cl)c1Cl)=O,Moitessier,0.0
1845,11.31,N,9,[O-]c1ccc(F)cc1C[NH+]2CCCCC2,Moitessier,0.0
2899,5.83,C,2,O=CC1CCCC1=O,Moitessier,0.0
617,9.49,N,6,CC(CN(C)C)[NH+](C)C,Moitessier,0.0
4575,3.95,N,2,[O-][N+](Nc1n[nH]cn1)=O,Moitessier,0.0
1224,9.47,N,8,CCCCCCCC[NH2+]Cc1ccc(C)cc1,Moitessier,0.0
121_2,7.18,N,0,[NH3+]C(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)[O-],Moitessier,0.0
794_1,3.7,N,13,CCOC(=O)c1cnn(c1S(=O)(=O)[NH:20]C(=O)Nc2nc(cc(n2)OC)OC)C,Moitessier/RBFmodel_Train,0.0
2399,7.01,S,0,Sc1cnccc1,Moitessier,0.0
4036,2.13,O,12,Cc1cccc([N+](=O)[O-])c1C(=O)O,Moitessier,0.0
3705,3.94,O,11,[O-][N+](/C=C/c(cc1)ccc1C(O)=O)=O,Moitessier,0.0
7343,9.2,N,0,[NH3+]CCc1ccc(Br)cc1,Moitessier,0.0
6708,8.9,N,3,OCC[NH+](CCc1nnn[n-]1)CCc2nnn[n-]2,Moitessier,0.0
4019,8.18,N,4,CCC1C[NH+]1CC,Moitessier/RBFmodel_Train,0.0
1370,3.1,O,33,Cc4cc(C[N@H+]2Cc1ccccc1C[C@H]2C(=O)Nc3ccc(Cl)cc3Cl)ccc4OCC(=O)[OH:31],Moitessier,0.0
4766,8.84,N,12,OC3(c2cc1ccccc1o2)C[NH+]4CCC3CC4,Moitessier,0.0
231_1,1.8,N,6,c1cc(c(cc1[NH3+:7])N(=O)=O)Br,Moitessier/RBFmodel_Train,0.0
63_2,9.06,N,2,CC[NH+](CC)CCOC(=O)c1ccc(N)cc1,Moitessier/JensenSwainOlsen,0.04
538_1,10.3,N,12,c1ccc2c(c1)cccc2CC3=[NH+:15]CCN3,Moitessier/RBFmodel_Test,0.0
6941,5.8,N,8,Nc(cc1)ccc1S(Nc(cn1)cnc1Cl)(=O)=O,Moitessier,0.0
2495,8.96,N,6,CC1(C)C(N)C1[NH3+],Moitessier,0.0
3780,3.06,O,7,CC(C)CCC(C(O)=O)[NH3+],Moitessier,0.0
1170_1,6.07,O,6,c1cc(c(cc1[OH:11])C(F)(F)F)N(=O)=O,Moitessier/RBFmodel_Train,0.0
2360,10.88,N,8,Nc(cc1)ccc1S(NCc1ccco1)(=O)=O,Moitessier,0.0
6799,8.54,N,8,C=C(C)C(=O)NCC[NH+](C)C,Moitessier,0.0
2787,3.0,O,7,Cc(cc1)cc(C(O)=O)c1Br,Moitessier,0.0
6173,10.5,C,10,O=C([O-])/C=C/C([O-])=C/C(=O)CC(=O)[O-],Moitessier,0.0
715,10.32,N,11,[O-]c1c(Cl)cc(Cl)c(Cl)c1C[NH+]2CCCCC2,Moitessier,0.0
5853,4.95,N,12,CC2=Nc1cc([N+](=O)[O-])ccc1[NH+]=C(C)C2,Moitessier,0.0
5215,9.84,O,0,Oc1ncnc2ccccc12,Moitessier/RBFmodel_Train,0.03
7419,6.0,C,1,CC1C(=O)CCCC1=O,Moitessier,0.0
2046,8.75,N,2,C1C[NH+]2CCN1CC2,Moitessier,0.0
204,8.29,N,7,CCOC(=O)CC[NH+](C)C,Moitessier,0.0
1956,10.0,O,13,O/N=C(\C=C1)/c2cccnc2/C1=N\O,Moitessier,0.0
3435,3.57,N,8,Nc1cccc2nc[nH+]cc12,Moitessier,0.0
787,2.6,N,12,Nc2nc(c1csc(N)[nH+]1)cc[nH+]2,Moitessier,0.0
4207,10.0,N,2,C1C[NH2+]CCSCCN1,Moitessier,0.0
1414,2.94,N,7,CC(=O)n1ccc[nH+]1,Moitessier,0.0
1048,4.57,N,10,Cc1cc(C)c(C[NH3+])cc1[NH3+],Moitessier,0.0
3923,2.1,N,8,N#CC(C#N)=C(C#N)NC(C#N)=C(C#N)C#N,Moitessier,0.0
750_1,7.5,N,8,C[C@H](CO)Nc1c2c([nH:20]c(=O)cn2)nc(n1)SCc3cccc(c3F)F,Moitessier/RBFmodel_Train,0.0
3216,6.35,N,6,N#CC(C#N)=NNc(cccc1)c1Br,Moitessier,0.0
3783,6.07,N,7,Nc2ccc1[nH]c[nH+]c1c2,Moitessier,0.0
5509,5.68,N,1,C[NH2+][C@H]1C(C)[C@@H]1[NH2+]C,Moitessier,0.0
1125,7.405,N,7,Cc1cccc(N)[nH+]1,Moitessier/RBFmodel_Train,0.005
70,4.4,N,13,Nc2cccc3cc1ccccc1[nH+]c23,Moitessier,0.0
743_1,7.8,N,9,c1ccc(cc1)CCC[NH2+:25]C(CC2CCCCC2)CC3CCCCC3,Moitessier/RBFmodel_Train,0.0
4253,2.06,O,8,CC1(C)NC(C)(C)[N+](O)=C1c1ccccc1,Moitessier,0.0
3081,3.56,O,12,CCCCCCCC[NH2+]CCC(O)=O,Moitessier,0.0
92_2,7.0,N,4,O=C3[C@@H]2C[NH+]1CCC[C@H]1[C@@H]2C(=O)N3Cc4ccc(F)cc4,Moitessier,0.0
6400,4.15,N,6,N#CC(C#N)=NNc(ccc([N+]([O-])=O)c1)c1Cl,Moitessier,0.0
2061,9.75,N,6,O=C([O-])C(CO)[NH2+]Cc1cc([N+](=O)[O-])ccc1[O-],Moitessier,0.0
273_2,8.44,N,38,COC2C(OC(C)=O)CC(=O)OC(C)CC1OC1/C=C/C(=O)C(C)CC(CC=O)C2OC3OC(C)C(O)C([NH+](C)C)C3O,Moitessier,0.0
796,3.78,O,9,Cc(c(O)ccc1)c1C(O)=O,Moitessier,0.0
5677,9.21,N,5,Cc1ccc(/[NH+]=C/N(C)C)cc1,Moitessier,0.0
4431,5.04,N,15,C=CC(CC(C)(C)C)c2ccc1ccc[nH+]c1c2O,Moitessier,0.0
909,8.06,N,8,C=C(C)C(=O)OCC[NH+](C)C,Moitessier,0.0
807,10.82,O,11,CCc(cc1)cc(C(C)C)c1O,Moitessier,0.0
1753,7.65,C,2,CC(CC(Nc1ccc(C)cc1)=S)=O,Moitessier,0.0
3139,7.39,O,0,Oc(cc1)cc(OC(c2ccccc2)=C2)c1C2=O,Moitessier,0.0
6398,9.3,N,2,CC[NH+](CC)CCNc2cc(Nc1ccc(Cl)cc1)nc(C)n2,Moitessier,0.0
928_1,3.53,O,5,CC[C@@H](C(=O)[OH:6])S,Moitessier/RBFmodel_Test,0.0
82,9.44,N,8,Nc(cc1)ccc1S(Nc1nc(N)ccn1)(=O)=O,Moitessier,0.0
