Name,pKa,Center,Index,Smiles,Source,Error
6973,1.3,N,0,[NH3+]c2ccc(S(=O)(=O)Nc1cc[nH+]cn1)cc2,Moitessier,0.0
1214_1,8.86,O,14,COc1ccc(cc1)c2cnc(nc2)[OH:14],Moitessier/RBFmodel_Valid,0.0
6463,4.92,N,5,Cc2ccc1[nH+]cccc1c2,Moitessier,0.0
3442,2.24,O,2,O=C(O)c1c(O)cccc1[N+](=O)[O-],Moitessier/RBFmodel_Train,0.0
4380,10.23,O,12,CCCCCOc(cc1)ccc1O,Moitessier,0.0
29_2,9.2,N,0,[NH3+]CCCS(=O)(=O)c1ccccc1,Moitessier,0.0
3151,7.24,O,0,Oc(cc1)cc(C2)c1C2=O,Moitessier,0.0
169_2,8.4,N,6,COc4cc(C[NH+]3CCC2(C=Cc1ccccc12)CC3)cc(OC)c4OC,Moitessier,0.0
2481,9.44,N,0,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-],Moitessier,0.0
925,1.8,N,5,CC(=O)n2c[nH+]c1ccccc12,Moitessier,0.0
4138,6.69,N,4,Nc1cc[nH+]nc1,Moitessier,0.0
208,8.32,N,7,CCNCC#CC[NH2+]CC,Moitessier,0.0
733,2.61,O,8,CNc(cccc1)[n+]1O,Moitessier,0.0
3484,6.9,N,4,O=C(CCl)Nc1nnc(c2ccccc2)s1,Moitessier,0.0
3015,8.81,O,0,Oc1cccc2c1ncs2,Moitessier/RBFmodel_Train,0.04
5163,8.83,N,6,CCCSCC[NH+](CC)CC,Moitessier,0.0
4034,6.76,N,7,Cc2ccc(C1C[NH2+]1)cc2,Moitessier,0.0
4914,11.27,N,4,Cc1nc([nH]nc2)c2c(NC)n1,Moitessier,0.0
11,9.0,N,12,Cc1cc(C(N)CO)c(O)c(C([NH3+])CO)c1,Moitessier,0.0
1169,1.94,O,6,CC1SC(C)(C(O)=O)OC1=O,Moitessier,0.0
4638,2.135,O,2,O=C(O)c1cc([N+](=O)[O-])ccc1O,Moitessier/RBFmodel_Valid,0.015
5526,11.02,N,5,N#CCC(=O)NN,Moitessier,0.0
6104,0.07,N,7,[NH3+]c3cccc(c2[nH+]c1ccccc1s2)c3,Moitessier,0.0
5449,9.2,N,1,C[NH+](C)CCC/N=C(c1ccccc1)\c2ccccc2c3ccccc3,Moitessier,0.0
3431,10.635,N,11,CCCCCCCCCCC[NH3+],Moitessier/RBFmodel_Train,0.005
6199,4.69,N,15,Cc1nn(C)c3c1C(c2ccccc2F)=[NH+]CC(=O)N3C,Moitessier,0.0
1226,8.26,N,1,NNC(C(C(C(C1(F)F)(F)F)(OC1(F)F)F)(F)F)=O,Moitessier,0.0
4271,7.46,N,8,Oc(cccc1)c1C(NO)=O,Moitessier,0.0
4913,8.31,N,8,CCCC(=O)OCC[NH+](C)C,Moitessier/RBFmodel_Train,0.0
1046,3.59,O,9,[NH3+]Cc(cc1)ccc1C(O)=O,Moitessier,0.0
106_1,10.09,N,4,C[C@H]1CC[N@@H+:9]([C@H](C1)C)C,Moitessier/RBFmodel_Train,0.0
4484,10.59,N,5,NCCCC[NH2+]CCCN,Moitessier,0.0
141_2,8.3,N,1,C[NH+](C)CCNC(=O)c2cc(c1ccccc1)nc3ccccc23,Moitessier,0.0
1593,4.75,N,5,COc1c(C)[nH+]cc(CO)c1C=O,Moitessier,0.0
7178,9.6,N,3,CC(C)[NH2+]CC(O)c1cccc(N)c1,Moitessier,0.0
2437,10.59,N,1,C[NH+](C)Cc1cc(Cl)ccc1[O-],Moitessier,0.0
993_1,10.1,O,9,CC(C)c1cccc(c1)[OH:10],Moitessier/RBFmodel_Train,0.0
5400,9.73,N,3,Nc1n[nH]cc1[N+]([O-])=O,Moitessier,0.0
987_1,10.11,O,9,CCOc1ccccc1[OH:9],Moitessier/RBFmodel_Test,0.0
5590,8.15,N,3,C#CC[NH3+],Moitessier/RBFmodel_Train,0.0
3224,5.2,N,6,Oc1cccc2[nH+]cccc12,Moitessier,0.0
6718,9.23,N,4,C[n+]2c([S-])[nH+]c([O-])c1ccccc12,Moitessier,0.0
5422,2.25,O,13,Oc1c(C([NH2+]Cc2[nH+]cccc2)P(O)(O)=O)cccc1,Moitessier,0.0
6674,7.42,N,16,Nc4ccc3cc2c(ccc1ccccc12)[nH+]c3c4,Moitessier,0.0
1348,6.74,N,5,Cc1cc(N)[nH+]c3c1ccc2ccccc23,Moitessier,0.0
1059,6.77,N,12,O=C([O-])c3cc2cc(Cn1cc[nH+]c1)ccc2s3,Moitessier,0.0
198_2,7.9,N,13,O=c2[nH]c1ccccc1n2CCC[NH+]5CCC(n4c(=O)[nH]c3cc(Cl)ccc34)CC5,Moitessier,0.0
2951,3.8,N,9,Nc2nc1nc[nH]c1c[nH+]2,Moitessier,0.0
6068,6.09,N,5,Nc1ccc[nH+]c1,Moitessier,0.0
12,3.2,O,9,Cc(cc1)cc(I)c1C(O)=O,Moitessier,0.0
6873,5.62,N,3,Cc3c[nH+]c2c(ccc1cccnc12)c3C,Moitessier,0.0
1920,4.1,O,0,OC(c(cccc1)c1O1)=CC1=O,Moitessier,0.0
6812,3.83,O,0,OC(c1cccc(Cl)c1)=O,Moitessier,0.0
6987,6.83,N,6,CC(=O)C(CC[NH+]1CCOCC1)(c2ccccc2)c3ccccc3,Moitessier/RBFmodel_Train,0.0
910,2.8,S,9,COc(cc1)ccc1C(S)=O,Moitessier,0.0
1318,3.96,O,21,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)C(=O)[OH:22],Moitessier/RBFmodel_Train,0.0
2633,11.3,N,4,Cc1nc([nH]nc2)c2c(N)n1,Moitessier,0.0
6161,6.94,N,4,CC(O)C[NH2+]CC[NH3+],Moitessier,0.0
245_1,5.47,N,8,Cc1cc(c(c(c1)C)[NH2+:11]C)C,Moitessier/RBFmodel_Train,0.0
6323,4.25,N,7,CCCNc1nc[nH+]c2c1cnn2C,Moitessier,0.0
4734,7.48,N,4,NC(=O)[C@@H]([NH3+])Cc1ccc(O)cc1,Moitessier,0.0
1783,5.0,N,11,Cc1ccc(N)cc1c2cc([NH3+])ccc2C,Moitessier,0.0
3762,10.88,N,5,OC[C@H]1CC[NH+]2CCC[C@@H]12,Moitessier,0.0
937,4.65,N,5,Nc2nc(N)[nH+]c(Nc1ccccc1)n2,Moitessier,0.0
68,3.1,O,0,OC(Cc1nnn[nH]1)=O,Moitessier,0.0
719_1,7.5,N,1,C[N@H+:23](Cc1ccccc1)CC(c2ccccc2)c3ccccc3,Moitessier/RBFmodel_Test,0.0
151_2,4.77,O,22,CCCCC[C@@H](/C=C/[C@@H]1[C@H](CC(=O)[C@H]1C/C=C/CCCC(=O)O)O)O,Moitessier,0.0
4551,7.55,N,1,C[NH+]2[C@H]4C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C[C@@H]2[C@@H]3O[C@@H]34,Moitessier,0.0
3802,8.35,N,6,Cc1csc(S(N)(=O)=O)n1,Moitessier,0.0
4430,8.55,O,0,Oc1cccc2ncccc12,Moitessier/RBFmodel_Train,0.01
5896,5.75,O,7,Cc([nH]cc1)c1C(O)=O,Moitessier,0.0
229_1,1.9,N,6,c1cc(c(cc1[NH3+:7])N(=O)=O)Cl,Moitessier/RBFmodel_Train,0.0
4664,4.71,N,8,c3ccc(c2ccc1[nH+]ccn1n2)cc3,Moitessier,0.0
570_1,8.08,N,2,CC[NH+:14](CC)CCOC(=O)c1ccc(cc1)Cl,Moitessier/RBFmodel_Train,0.0
598,6.65,N,8,Nc2ccc1ccc[nH+]c1c2,Moitessier,0.0
5872,4.86,O,0,Oc1c[nH+]ccc1,Moitessier,0.0
955_1,11.6,O,7,CC(C)(C(F)(F)F)[OH:5],Moitessier/RBFmodel_Train,0.0
1320,10.56,O,21,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)[OH:8],Moitessier/RBFmodel_Train,0.04
2846,11.69,O,19,Cc(cc1)cc(Cc2cc(C)cc([N+]([O-])=O)c2[O-])c1O,Moitessier,0.0
3496,8.56,O,7,[O-][N+](c1cc2cc(O)ccc2cc1Cl)=O,Moitessier,0.0
3132,5.04,O,0,[OH+]=P(C1CCCCC1)(C2CCCCC2)C3CCCCC3,Moitessier,0.0
7363,4.14,N,8,Cc1ccccc1/C(=[NH+]\CCC[NH+](C)C)c2cccc3ccccc23,Moitessier,0.0
3038,8.26,N,1,C[NH+](C)Cc1ccc(O)c(O)c1O,Moitessier,0.0
2429,8.35,O,6,C/C(/c(ccc(O)c1)c1O)=N/O,Moitessier,0.0
6472,6.53,N,5,O=Cc1cc[nH+]cc1[O-],Moitessier,0.0
36_2,7.47,N,3,C#CC[NH+](C)[C@H](C)Cc1ccccc1,Moitessier,0.0
815,8.94,N,0,NS(c(cc1)cc(Cl)c1Cl)(=O)=O,Moitessier,0.0
6736,4.49,N,3,Cc3c([NH3+])ccc4Cc2ccc1ccccc1c2c34,Moitessier,0.0
4787,2.36,N,19,C1COCCOCc2n[nH]c(COCCOCCO1)[nH+]2,Moitessier,0.0
2426,2.36,O,4,CC(C)(C(O)=O)[NH3+],Moitessier,0.0
6704,7.63,N,5,CC[NH2+]CC[NH3+],Moitessier,0.0
5029,9.61,O,2,[O-]C(O)=C1c(cccc2)c2c2c1cccc2,Moitessier,0.0
5661,11.99,O,0,Oc1nncc2ccccc12,Moitessier/RBFmodel_Test,0.0
7397,10.0,S,5,O=C(NCCS)NCC[S-],Moitessier,0.0
5166,12.73,N,14,CCc1nc2cc3ccccc3cc2[nH]1,Moitessier,0.0
4816,4.485,N,0,[NH3+]c1cccc2CCCCc12,Moitessier/RBFmodel_Train,0.015
1243,8.1,N,15,NC1=[NH+][C@@H](CC(=O)[O-])C(=O)N1CCC[C@H]([NH3+])C(=O)[O-],Moitessier,0.0
4796,4.42,O,0,OC(c1ccc(C2CC2)cc1)=O,Moitessier,0.0
137_2,9.38,N,1,C[NH+](C)CCCC3(c1ccc(F)cc1)OCc2cc(C#N)ccc23,Moitessier,0.0
667,7.52,N,21,O=C(Cc1ccccc1Nc2c(Cl)cccc2Cl)OCC[NH+]3CCOCC3,Moitessier,0.0
1251_1,2.598,O,16,CC(C)(C)c1ccc(cc1)S(=O)(=O)CC(=O)[OH:16],Moitessier/RBFmodel_Valid,0.0
5976,1.97,N,7,O=C(O)c2ccc(/[NH+]=C/c1ccccc1)cc2,Moitessier,0.0
5746,7.88,S,6,C[N+](C)(C)CCS,Moitessier,0.0
14_1,5.7,N,5,C(C(F)(F)F)[NH3+:3],Moitessier/RBFmodel_Train,0.0
1599,5.61,N,9,Nc1c2c(O)cccc2[nH+]c2ccccc12,Moitessier,0.0
5799,9.98,N,3,C[C@H]1C[NH2+][C@@H](C)CN1,Moitessier,0.0
4986,2.99,O,8,[O-][N+](c1ccc(C(C(O)=O)O)cc1)=O,Moitessier,0.0
6129,5.15,N,7,CC(C)(C(N)=O)S(NC(N)=O)(=O)=O,Moitessier,0.0
3287,3.2,N,20,COc3nc(N)c2ncn([C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O)c2[nH+]3,Moitessier,0.0
4917,12.06,N,5,O=P([O-])([O-])C([NH2+]Cc1ccccn1)c2ccccc2[O-],Moitessier,0.0
5619,3.5,N,5,CCc1c(C)[nH+]n(C)c1O,Moitessier,0.0
862_1,5.0,N,12,Cc1c(c(n(n1)C2CCOCC2)[NH:28]S(=O)(=O)c3ccc(cc3)C4CC4)C(=O)N[C@@H](C)C(C)(C)C,Moitessier/RBFmodel_Test,0.0
2023,7.705,N,18,CC(CC(C#N)(c1ccccc1)c2ccccc2)[NH+]3CCCCC3,Moitessier/RBFmodel_Train,0.025
1333,0.6485,N,1,C[NH+](C)c1ccc(N(=O)=O)cc1,Moitessier/RBFmodel_Train,0.0415
2656,4.0,O,0,OC(C(c1c2cccc1)=O)=CC2=O,Moitessier,0.0
5033,7.46,N,9,CCC(CC)C(CC)(C(NC(N1)=S)=O)C1=O,Moitessier,0.0
678_1,9.405,N,1,C[NH+:21](C)CCC=C1c2ccccc2CCc3c1cccc3,Moitessier/RBFmodel_Train,0.005
188,4.54,O,8,OCC(CCC1)=C1C(O)=O,Moitessier,0.0
2806,3.25,O,9,CC(C)CP(CC(C)C)(O)=O,Moitessier,0.0
2638,10.94,N,3,CC(C)[NH2+]C[Si](C)(C)C,Moitessier/RBFmodel_Test,0.14
210,11.29,N,3,CC1C[NH+]2CCC1CC2,Moitessier,0.0
2018,2.45,N,2,Nc1[nH+]sc2ccccc12,Moitessier,0.0
7407,2.26,S,0,Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Moitessier,0.0
3927,1.5,O,0,OC(C(OC=C1)=CC1=O)=O,Moitessier,0.0
6298,1.37,N,1,O/[NH+]=C/c1ccccc1O,Moitessier,0.0
1052,2.9,O,0,OC(c(cccc1)c1c1nnn[nH]1)=O,Moitessier,0.0
1390,8.1,N,6,C=CCC(C)(C[NH+](CC)CC)OC(=O)CC(C)C,Moitessier,0.0
112_1,1.44,N,7,c1cc(c(cc1Br)[NH3+:7])Br,Moitessier/RBFmodel_Train,0.0
3470,5.92,N,5,C(=C\c1cc[nH+]cc1)/c2ccccc2,Moitessier,0.0
732_1,10.4,N,1,C[NH2+:20]CC[C@H](c1ccccc1)Oc2cc(ccc2C#N)C(F)(F)F,Moitessier/RBFmodel_Train,0.0
5136,4.63,N,11,OCc2[nH]c1ccc(Cl)cc1[nH+]2,Moitessier,0.0
5600,10.9,O,3,Cn(c(O)c1)nc1c1ccccc1,Moitessier,0.0
280_1,8.63,N,1,C[NH2+:9]Cc1ccc(cc1)N(=O)=O,Moitessier/RBFmodel_Train,0.0
640,11.5,O,2,COO,Moitessier,0.0
5622,9.23,O,0,Oc1cc(O)cc([O-])c1,Moitessier,0.0
4423,8.12,N,0,[NH3+]CC(=O)Nc1ccccc1,Moitessier,0.0
7362,4.4,N,4,Cc1nc(NS(c(cc2)ccc2N)(=O)=O)no1,Moitessier,0.0
4088,5.78,N,4,Nc1nc[nH+]c(N)c1N,Moitessier,0.0
1376,12.44,O,0,OC(c1ccncc1)(c1ccncc1)c1ncccc1,Moitessier,0.0
3018,5.08,N,7,NC(=O)Cc1cc[nH+]cc1,Moitessier,0.0
1051_1,2.32,O,9,c1cc(nc(c1Cl)C(=O)[OH:9])Cl,Moitessier/RBFmodel_Test,0.0
2882,4.36,O,2,O=C(O)CC1(O)CC2C=CC1C2,Moitessier,0.0
4936,9.65,N,2,CC[NH+](C)CCOCCN(C)C,Moitessier,0.0
5444,8.68,O,11,CN(CCC[NH+](C)C)C(/C=N/O)=O,Moitessier,0.0
1296,7.46,N,7,CCCC[NH2+]CC[NH2+]CCCC,Moitessier,0.0
1103,4.51,O,4,Cn1c(C(O)=O)ccc1,Moitessier,0.0
4348,3.9,O,0,On(c1ccc2)nnc1c2Cl,Moitessier,0.0
5451,3.44,N,7,c1cc(c2nnn[nH]2)ccc1c1nnn[nH]1,Moitessier,0.0
3504,1.4,N,12,Cc2cc(O)n(c1ccccc1)[nH+]2,Moitessier,0.0
2393,2.75,S,7,Fc(cc(c(F)c1S)F)c1F,Moitessier,0.0
1086,6.18,N,5,Nc3ccc2[nH+]c1ccc(N)cc1cc2c3,Moitessier,0.0
4280,5.09,N,15,Cc3cn2nc(c1ccccc1)ccc2[nH+]3,Moitessier,0.0
983_1,2.88,O,8,Cc1c(ocn1)C(=O)[OH:9],Moitessier/RBFmodel_Test,0.0
1363,5.53,N,12,CN(C)c3ccc2[nH]c1ccc([NH+](C)C)cc1sc2c3,Moitessier,0.0
709,7.14,N,5,Cc2cc(N)[nH+]c3ccc1ccccc1c23,Moitessier,0.0
5547,7.52,N,4,Cc1nc(NS(c(cc2)ccc2O)(=O)=O)nc(C)c1,Moitessier,0.0
4718,10.0,N,1,C[NH+](C)CCCCC(=O)Oc1ccccc1,Moitessier,0.0
3306,9.2,N,11,CCCc2c(C)[n-]n(C1CC[NH+](C)CC1)c2=O,Moitessier,0.0
4737,9.24,N,4,CC(C)(C)[NH+]1CC(O[Si](C)(C)C)C1,Moitessier,0.0
1042,4.52,O,8,CCOc1c(/C=C/C(O)=O)cccc1,Moitessier,0.0
122_2,3.2,O,22,[NH3+]C(Cc1ccccc1)C(=O)NC(Cc2ccccc2)C(=O)O,Moitessier,0.0
5823,6.25,N,1,C[NH+](C)c2ccc(/C=C/c1ccncc1)cc2,Moitessier,0.0
3929,9.76,N,4,CCCC([NH3+])C(=O)[O-],Moitessier,0.0
1366,10.75,N,4,CC(C)C[NH2+]CC(C)C,Moitessier/RBFmodel_Test,0.16
1121,9.96,O,7,Nc(cccc1)c1O,Moitessier,0.0
3903,6.3,N,3,Cn1c(NC(N(C)C2=O)=O)c2nc1,Moitessier,0.0
274,9.01,O,15,[O-][N+](c(cc1)cc(C2)c1c(cc1)c2cc1O)=O,Moitessier,0.0
7121,10.03,N,3,CCC[NH2+]CC(=O)[O-],Moitessier,0.0
1684,7.22,N,5,C/C(=C/C(C)=[NH+]/c1ccccc1)Nc2ccccc2,Moitessier,0.0
755_1,7.5,N,2,CC[NH+:23](CC)CC#CCOC(=O)[C@](c1ccccc1)(C2CCCCC2)O,Moitessier/RBFmodel_Test,0.0
2_3,5.42,O,11,CC=CC=CC=CC=CC(=O)O,Moitessier,0.0
390,1.12,O,0,O[n+]1c(cccc2)c2nc2ccccc12,Moitessier,0.0
152,10.17,N,6,CCCCCC[NH2+]Cc1ccc(C)cc1,Moitessier,0.0
1105_1,5.5,O,12,c1ccc2ccc(c2cc1)C(=O)[OH:13],Moitessier/RBFmodel_Train,0.0
573_1,3.24,N,6,c1cc(cc(c1)[NH3+:10])C(=O)OC(C(F)(F)F)(F)F,Moitessier/RBFmodel_Train,0.0
4273,2.27,O,0,OC(Cn1nnnc1)=O,Moitessier,0.0
339,3.26,N,9,Cc1cccc(Cl)c1/C(=[NH+]/CCC[NH+](C)C)c2ccccc2,Moitessier,0.0
3_3,5.75,O,6,O=CC=CC=CO,Moitessier,0.0
5586,3.83,O,24,Cc(c(NCCc1ccccc1)n1)c[n+]([C@H](C2)O[C@@H](CO)[C@@H]2O)c1O,Moitessier,0.0
4212,1.22,N,20,Cc2[nH+]c1ccccc1c2=C/C=C\4Cc3ccccc3[NH+]4C,Moitessier,0.0
1187_1,5.07,O,14,c1ccc(cc1)CCCCCCC(=O)[OH:15],Moitessier/RBFmodel_Valid,0.0
77_1,10.18,N,7,CCO[Si](C)(C)C[NH3+:6],Moitessier/RBFmodel_Train,0.0
1959,9.1,N,12,CCOCCn4c(CN2CCC[NH+](CCCCn1cc(C(=O)O)cn1)CC2)nc3ccccc34,Moitessier,0.0
416_1,5.31,N,6,Cc1c(c(nc([nH+:11]1)NC)C)CC=C,Moitessier/RBFmodel_Valid,0.0
941,2.01,N,10,CC(=O)N(C)c1cccc[nH+]1,Moitessier/RBFmodel_Train,0.0
5733,5.5,N,6,Oc2ccc(C1[NH2+]CCS1)cc2,Moitessier,0.0
494_1,9.54,N,3,CC(C)[NH2+:13]C[C@@H](c1cccc(c1)OC)O,Moitessier/RBFmodel_Train,0.0
3772,7.97,N,1,C[NH+]4CC[C@@]23c1c5ccc(O)c1O[C@@H]2C(=O)CC[C@@H]3[C@@H]4C5,Moitessier,0.0
806_1,6.17,N,22,c1ccc(c(c1)Nc2nnc(o2)C(=O)Nc3ccc(c(c3)F)[NH+:22]4CCOCC4)F,Moitessier/RBFmodel_Train,0.0
1698,4.31,O,10,CC(C)c(cc1)ccc1C(O)=O,Moitessier,0.0
5487,11.5,N,7,Cc(cc1)cc2c1[nH]c(CO)n2,Moitessier,0.0
568_1,3.96,N,11,CCCCOc1ccc(c(c1)[NH3+:15])OCCCC,Moitessier/RBFmodel_Train,0.0
6872,10.43,N,9,CN(C1=O)C(N)=Nc2c1[nH]cn2,Moitessier,0.0
3821,9.14,N,15,CCC(c1cc(C(c2ccccc2)=O)n[nH]1)=O,Moitessier,0.0
1677,2.21,N,9,COC(=O)c1cccc[nH+]1,Moitessier,0.0
272_2,8.67,N,33,CCc6c3Cn2c(cc1c(COC(=O)[C@]1(O)CC)c2=O)c3nc7ccc(OC(=O)N5CCC([NH+]4CCCCC4)CC5)cc67,Moitessier,0.0
1736,7.37,O,4,COc(c(O)c1)cc(C=C2)c1OC2=O,Moitessier,0.0
4692,10.64,N,6,CCCCCC[NH3+],Moitessier/RBFmodel_Train,0.0
2206,3.84,O,0,OC(c1cc(cccc2)c2[nH]1)=O,Moitessier,0.0
52,9.9,N,1,C[NH+]1CC=CC1,Moitessier/RBFmodel_Train,0.02
630,5.66,N,8,Oc1cccc2cc[nH+]cc12,Moitessier,0.0
5835,5.68,N,20,COc1ccc2C[C@H]5[C@H]3C=C[C@@H](O)[C@H]4Oc1c2[C@@]34CC[NH+]5CCC#N,Moitessier,0.0
3845,2.15,N,5,Cc1cc(O)[nH+]cn1,Moitessier,0.0
4521,8.55,N,2,CC[NH+](CC)CC1CO1,Moitessier,0.0
85_1,10.57,N,7,C1CC2CCC1C[NH2+:9]C2,Moitessier/RBFmodel_Train,0.0
2685,5.81,N,7,Cc2ccc1[nH]c[nH+]c1c2,Moitessier,0.0
1295,8.75,O,19,CCC[NH+](CCC)CCc1ccc(c(c1)NC(=O)C)[OH:20],Moitessier/RBFmodel_Train,0.0
1203,9.88,O,0,Oc1cccc2cc3ccccc3cc12,Moitessier,0.0
3771,4.2,N,10,c3ccc(CCNc1nc[nH+]c2nc[nH]c12)cc3,Moitessier,0.0
3994,13.0,N,2,CC(NCc1ccccc1)=S,Moitessier,0.0
5212,8.95,O,12,CCOC(/C(/c1ccccc1)=N/O)=O,Moitessier,0.0
3529,9.5,O,8,CC(C)/C(/C(C)=O)=N/O,Moitessier,0.0
344,1.04,N,6,Cc3ccc(c2[nH+]cc(c1ccccc1)o2)cc3,Moitessier,0.0
287_1,1.73,N,7,CN(c1cccc[nH+:8]1)S(=O)(=O)C,Moitessier/RBFmodel_Valid,0.0
3412,10.6,N,1,C[NH+](C)C1CCCCC1,Moitessier/RBFmodel_Valid,0.12
5930,8.1,N,9,O=C([C@H](CSSC[C@@H](C(N1)=O)NC1=O)N1)NC1=O,Moitessier,0.0
4382,9.8,N,1,C[NH+](C)C,Moitessier/RBFmodel_Train,0.0
469_1,3.8,N,13,c1ccc(cc1)SCc2cccc[nH+:13]2,Moitessier/RBFmodel_Train,0.0
6501,11.41,N,7,CCCC(C)C(C(N1)=O)C([O-])=NC1=S,Moitessier,0.0
410,9.45,N,11,Nc2cc(N)c1ccccc1[nH+]2,Moitessier,0.0
5807,14.85,O,4,COCCO,Moitessier/RBFmodel_Test,0.03
4657,7.7,N,6,O=C3[C@H]1C[C@H](C[NH+]2CCCC[C@@H]12)C4=CCCCN34,Moitessier,0.0
4478,3.9,O,8,[O-][N+](/C=C/c1cc(C(O)=O)ccc1)=O,Moitessier,0.0
233_1,1.44,N,10,c1c(cc(cc1N(=O)=O)I)[NH3+:7],Moitessier/RBFmodel_Train,0.0
2242,9.17,O,0,Oc1c(/C=N/O)cccc1,Moitessier,0.0
6245,3.85,S,0,Sc1nnco1,Moitessier,0.0
3043,2.45,O,8,CC(C)[C@@]1([C@@H](C2)[C@H](C(O)=O)[NH2+]C1)OC2=O,Moitessier,0.0
5805,11.61,O,6,C/C(/C([O-])=O)=N\O,Moitessier,0.0
2147,8.0,N,2,Cc2[nH+]ccc3c1ccc(O)cc1[nH]c23,Moitessier,0.0
2590,6.97,N,6,Cc1c(C)sc(NS(c(cc2)ccc2N)(=O)=O)n1,Moitessier,0.0
5243,7.64,O,4,Cc(cc1O)nn1c1nc(C)c(C)c(OC)n1,Moitessier,0.0
110_2,9.54,N,14,CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,Moitessier,0.0
1277_1,4.14,O,4,CC(C(=O)[OH:19])c2cccc(C(=O)c1ccccc1)c2,Moitessier,0.0
2004,4.16,O,5,CCC(C(=O)O)C1(O)CC2CCC1C2,Moitessier,0.0
968_1,10.05,O,7,Cc1c(cccc1O)[OH:8],Moitessier/RBFmodel_Train,0.0
384,6.34,N,4,O=C([O-])C([NH2+]CC[NH2+]C(C(=O)[O-])c1ccccc1[O-])c2ccccc2[O-],Moitessier,0.0
1646,10.72,N,1,C[NH2+]C,Moitessier/RBFmodel_Train,0.01
6891,7.4,O,23,CCCCCCc(c(c1ccccc1)nn1c2ccccc2)c1O,Moitessier,0.0
2448,7.92,N,10,[O-][N+](=O)c2ccc([O-])c(C[NH+]1CCOCC1)c2,Moitessier,0.0
7305,4.2,N,3,c3nc2[nH+]cnc(NC1CCCCC1)c2[nH]3,Moitessier,0.0
1229,7.96,N,11,Nc2nc1ccccc1c(N)[nH+]2,Moitessier,0.0
790_1,8.6,N,27,CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCC[NH3+:22],Moitessier/RBFmodel_Test,0.0
5199,3.42,N,5,Cc1ccc([NH2+]CO)cc1,Moitessier,0.0
2564,3.76,O,5,CC(C)(C(C(O)=O)c(cc1)ccc1c1ccccc1)O,Moitessier,0.0
1562,10.1,N,0,[NH3+]C1CCCC(O)C1,Moitessier,0.0
1130,9.44,O,33,CC(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)(CC1)Oc(c(C)c2C)c1c(C)c2OP([O-])(O)=O,Moitessier,0.0
6462,7.73,N,0,[NH3+]Cc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],Moitessier,0.0
434,1.89,N,11,Oc1c(Cl)cc(Cl)c2ccc[nH+]c12,Moitessier,0.0
157_2,4.0,O,19,c1ccc(cc1)c2c(sc(n2)NC(=O)CSCC(=O)O)c3ccccc3,Moitessier,0.0
5603,6.6,N,10,Cc3c1ccccc1c(C[NH+]2CCOCC2)c4ccccc34,Moitessier,0.0
2810,6.58,N,7,Cc2c(Cn1cc[nH+]c1)sc3ccc(C(=O)[O-])cc23,Moitessier,0.0
5344,6.84,O,11,COc1cccc([N+]([O-])=O)c1O,Moitessier,0.0
1417,10.35,O,6,CC(C)c1cc(O)c(C)cc1,Moitessier,0.0
2251,8.81,O,0,Oc(cccc1)c1F,Moitessier/RBFmodel_Train,0.0
607_1,2.77,N,2,CC[N@@H+:17](CC[N+]1(CCCCC1)C)c2ccccc2,Moitessier/RBFmodel_Test,0.0
4519,0.7,N,5,c3ccc(c2[nH+]c1ccccc1s2)cc3,Moitessier,0.0
1810,5.73,O,6,CC(C(C)(C)C(O)=O)C(C)=O,Moitessier,0.0
7273,3.46,N,6,C[NH+](C)CCC/[NH+]=C(c1ccccc1)\c2ccccc2Cl,Moitessier,0.0
4620,2.2,N,10,N/C(=[NH+]\O)c1ccccc1[NH3+],Moitessier,0.0
1501,8.4,O,16,CCCCCc(c(c1ccccc1)n[nH]1)c1O,Moitessier,0.0
1063,6.6,O,11,[O-][N+](/C(/c(cc1)ccc1Cl)=N/O)=O,Moitessier,0.0
3302,8.92,N,8,c1nc2ncncc2[nH]1,Moitessier,0.0
6527,10.16,N,6,OCC1CCC[NH+]2CCCCC12,Moitessier,0.0
56,3.99,N,7,[NH3+]CCc1nnn[nH]1,Moitessier,0.0
5985,3.19,O,0,OC(c(s1)ccc1Br)=O,Moitessier,0.0
114_2,8.7,N,17,Clc4ccc3oc1ccccc1nc(N2CC[NH2+]CC2)c3c4,Moitessier,0.0
1885,7.25,N,11,C=CCC(C1C=CCCC1)(C(NC(N1)=S)=O)C1=O,Moitessier,0.0
6977,2.66,N,7,O=n2cnc1[nH]c[nH+]c1c2NCc3ccccc3,Moitessier,0.0
1761,8.69,O,0,Oc1ccc(cccc2Cl)c2c1,Moitessier,0.0
